name,city,brewery_type,url,address,postal_code,state_province,phone,website_url,social_media,country,menu_url
Steamworks Brewing Co – Burnaby Brewery & Taproom,Burnaby,"['Bike Racks', 'Board Games', 'Cider', 'Craft Sodas', 'Food Truck(s)', 'Growler Fills', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/steamworks-brewing-co/,3845 William St,V5C 3J1,BC,N/A,https://steamworks.com/the-brewery/,"['https://www.facebook.com/steamworksbeer/', 'https://www.instagram.com/steamworksbeer/', 'https://untappd.com/steamworks']",Canada,http://steamworks.com/brewery
Steel & Oak Brewing,New Westminster,"['Cider', 'Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/steel-oak-brewing-co/,1319 3rd Ave,V3M 1R2,BC,6045406495,http://steelandoak.ca,"['https://twitter.com/steelandoak', 'https://www.facebook.com/steelandoak/', 'https://www.instagram.com/steelandoak/', 'https://untappd.com/SteelAndOak']",Canada,http://steelandoak.ca/
Storm Brewing,Vancouver,"['Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/storm-brewing-ltd/,310 Commercial Dr,V5L 1T1,BC,6042559119,http://stormbrewing.org,"['https://twitter.com/stormbrewingvan', 'https://www.facebook.com/stormbrewing/', 'https://www.instagram.com/stormbrewing/', 'https://untappd.com/w/storm-brewing-british-columbia/1210']",Canada,N/A
Strange Fellows Brewing,Vancouver,"['Cider', 'Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/strange-fellows-brewing/,1345 Clark Dr,V5L 3K8,BC,6042150092,http://strangefellowsbrewing.com,"['https://twitter.com/Strange_Fellows', 'https://www.facebook.com/strangefellowsbrewing/', 'https://www.instagram.com/strangefellowsbrewing/', 'https://untappd.com/StrangeFellowsBrewing']",Canada,https://strangefellowsbrewing.com/#what
Strathcona Beer Co.,Vancouver,"['Brewpub', 'Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/strathcona-beer-company/,895 E Hastings St,V6A 3Y1,BC,7783799050,http://strathconabeer.com,"['https://twitter.com/strathconabeer', 'https://www.facebook.com/strathconabeer/', 'https://www.instagram.com/strathconabeer/', 'https://untappd.com/w/strathcona-beer-company/283978']",Canada,https://www.strathconabeer.com/our-beers/
Superflux Beer Co.,Vancouver,[],https://bcaletrail.ca/breweries/superflux-beer-co/,505 Clark Dr,V5L 3H7,BC,N/A,https://www.superfluxbeer.com/,"['https://www.instagram.com/superfluxbeer/', 'https://untappd.com/SuperfluxBeerCompany']",Canada,https://www.superfluxbeer.com/menu
Swift Brewing,Victoria,"['Brewpub', 'Cider', 'Cocktails', 'Dog Friendly Patio', 'Guest Taps', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/swift-brewing/,450 Swift St,V8W 1S3,BC,N/A,http://swiftbrewing.ca,"['https://www.facebook.com/SwiftBeer', 'https://www.instagram.com/swiftbeer/', 'https://untappd.com/w/swift-brewing/541900']",Canada,N/A
Switchback Brewing,Maple Ridge,"['Food Truck(s)', 'Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/switchback-brewing/,22775 Dewdney Trunk Rd,V2X 3K4,BC,6044790999,https://www.switchbackbrewco.com/,"['https://www.facebook.com/profile.php?id=61558280696857', 'https://www.instagram.com/switchbackbrewingcanada/']",Canada,https://www.switchbackbrewco.com/taproommenu
Tailout Brewing,Trail,"['Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Food Truck(s)', 'Growler Fills', 'Non Alc Beer Available', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/tailout-brewing/,1299 Bay Avenue,V1R 4A5,BC,2506089056,http://www.tailoutbrewing.com,"['https://www.facebook.com/tailoutbrewing/', 'https://www.instagram.com/tailoutbrewing/', 'https://untappd.com/TailoutBrewing']",Canada,http://tailoutbrewing.com/beer/
Tapworks Brewing Company,Gibsons,"['Brewpub', 'Cider', 'Craft Sodas', 'GF Food Options', 'Growler Fills', 'Live Music', 'Merchandise', 'Patio', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/tapworks-brewing-company/,537 Cruice Lane,V0N 1V9,BC,7784622337,http://www.gibsonstapworks.com/delivery,"['https://twitter.com/tapworksbrewing', 'https://www.facebook.com/tapworksbrewing/', 'http://www.instagram.com/tapworksbrewing', 'https://untappd.com/w/gibsons-tapworks-brewing/320257']",Canada,https://www.gibsonstapworks.com/menu
Taylight Brewing,Port Coquitlam,"['Bike Racks', 'Board Games', 'Cider', 'Craft Sodas', 'Dog Friendly Patio', 'Food Truck(s)', 'Gluten-Free Beer', 'Growler Fills', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/taylight-brewing/,402 - 1485 Coast Meridian Road,V3C 5P1,BC,6042831944,http://taylightbrewing.com/,"['https://www.facebook.com/taylightbrewing/', 'https://www.instagram.com/taylight_brewing', 'https://untappd.com/Taylight_Brewing']",Canada,https://taylightbrewing.com/#our-brews
Three Lakes Brewing,Kelowna,"['Cider', 'Growler Fills', 'Guest Taps', 'Non Alc Beer Available', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/three-lakes-brewing-co/,#7 - 2030 Matrix Crescent,V1V 0G5,BC,2508085430,https://threelakesbrewing.com/,"['https://www.facebook.com/threelakesbrewing', 'https://www.instagram.com/threelakesbrewing/']",Canada,https://threelakesbrewing.com/our-beer/
Three Ranges Brewing Company,Valemount,"['Cider', 'Food Truck(s)', 'Growler Fills', 'Merchandise', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/three-ranges-brewing-company/,1160 5th Avenue,N/A,BC,2505660024,https://threeranges.com/,"['https://twitter.com/threeranges', 'https://www.facebook.com/ThreeRangesBrewingCompany/', 'https://www.instagram.com/threerangesbrewing/', 'https://untappd.com/ThreeRanges']",Canada,N/A
Tin Whistle Brewing,Penticton,"['Bike Racks', 'Board Games', 'Dog Friendly Patio', 'Growler Fills', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks']",https://bcaletrail.ca/breweries/tin-whistle-brewing-co/,1475 Fairview Rd,V2A 7W5,BC,2507701122,https://www.tinwhistlebrewery.com/,"['https://twitter.com/tinwhistlebrew', 'https://www.facebook.com/TinWhistleBrew/', 'https://www.instagram.com/thetinwhistle/', 'https://untappd.com/w/tin-whistle-brewing-company/6156']",Canada,N/A
Tinhouse Brewing,Port Coquitlam,"['Food Truck(s)', 'Growler Fills', 'Live Music', 'Merchandise', 'Videogames', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/tinhouse-brewing/,#2140-550 Sherling Place,V3B 0J6,BC,6044743434,http://www.tinhousebrewing.ca/,"['https://twitter.com/tinhousebrewing', 'https://www.facebook.com/TinHouseBrewing', 'https://www.instagram.com/tinhousebrewing']",Canada,http://tinhousebrewing.ca/beers/
Tofino Brewing,Tofino,"['Food Truck(s)', 'Growler Fills', 'Merchandise', 'Patio']",https://bcaletrail.ca/breweries/tofino-brewing/,691 Industrial Way,V0R 2Z0,BC,2507252899,http://tofinobrewingco.com,"['https://twitter.com/TofinoBrewCo', 'https://www.facebook.com/TofinoBrewCo/', 'https://www.instagram.com/tofinobrewco/', 'https://untappd.com/TofinoBrewingCompany']",Canada,N/A
Torchlight Brewing,Nelson,"['Board Games', 'Brewpub', 'Cider', 'Cocktails', 'GF Food Options', 'Growler Fills', 'Merchandise', 'Wine']",https://bcaletrail.ca/breweries/torchlight-brewing-co/,125 Hall Street,V1L 7B4,BC,2503520094,http://www.torchlightbrewing.com/,"['https://twitter.com/Brew_Torchlight', 'https://www.facebook.com/brewtorchlight/', 'https://www.instagram.com/torchlightbrewing', 'https://untappd.com/TorchlightBrewingCompany']",Canada,http://www.torchlightbrewing.com/menu
Townsite Brewing,Powell River,"['Cider', 'Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/townsite-brewing/,5824 Ash Ave,V8A 4R4,BC,6044832111,http://townsitebrewing.com/,"['https://twitter.com/townsitebrewing', 'https://www.facebook.com/townsitebrewing/', 'https://www.instagram.com/townsitebrewing/', 'https://www.untappd.com/TownsiteBrewing']",Canada,http://www.townsitebrewing.com/our-beer/
Trading Post Brewing,Langley,"['Cider', 'GF Food Options', 'Growler Fills', 'Live Music', 'Merchandise', 'Patio', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/trading-post-brewing/,#107 - 20120 64 Avenue,V2Y 1M7,BC,6043432337,http://tradingpostbrewing.com,"['https://twitter.com/tradingpostbrew', 'https://www.facebook.com/TradingPostBrewing/', 'https://www.instagram.com/tradingpostbrewing/', 'https://untappd.com/TradingPostBrewing']",Canada,http://tradingpostbrewing.com/beer/
Trench Brewing & Distilling,Prince George,"['Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/trench-brewing-distilling/,399 2nd Ave,N/A,BC,2364230065,http://www.trenchbrew.ca,"['https://twitter.com/trenchbrewing', 'https://www.facebook.com/trenchbrew/', 'https://www.instagram.com/trenchbrewing/', 'https://untappd.com/TrenchBrew']",Canada,https://www.trenchbrew.ca/beer
Twa Dogs Brewery at Macaloney’s Island Distillery,Victoria,"['Bike Racks', 'Board Games', 'Craft Sodas', 'Dog Friendly Patio', 'Gluten-Free Beer', 'Growler Fills', 'Guest Taps', 'Live Music', 'Merchandise', 'Snacks', 'Spirits']",https://bcaletrail.ca/breweries/twa-dogs-brewery/,761 Enterprise Crescent,N/A,BC,7784010410,https://macaloneydistillers.com/lounge/,"['https://www.facebook.com/twadogsbrewery', 'https://www.instagram.com/twadogsbrewery/', 'https://untappd.com/TwaDogsBeer']",Canada,https://victoriacaledonian.com/our-beers/
Twin City Brewing Co,Port Alberni,"['Brewpub', 'Growler Fills', 'Live Music', 'Merchandise', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/twin-city-brewing-company/,4503 Margaret St,V9Y 6G8,BC,7784192739,http://twincitybrewing.ca,"['https://twitter.com/twincitybrewing', 'https://www.facebook.com/twincitybrew/', 'https://www.instagram.com/twincitybrewing/', 'https://untappd.com/TwinCityBrewing']",Canada,N/A
Twin Sails Brewing,Port Moody,"['Food Truck(s)', 'Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/twin-sails-brewing/,2821 Murray St,V3H 1X3,BC,6044924234,http://twinsailsbrewing.com,"['https://twitter.com/TwinSailsBeer', 'https://www.facebook.com/TwinSailsBrewing/', 'https://www.instagram.com/twinsailsbeer/', 'https://untappd.com/TwinSailsBrewing']",Canada,http://twinsailsbrewing.com/our-beer/
Two Peaks Brewing,Kitimat,"['Cocktails', 'Growler Fills', 'Guest Taps', 'Patio', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/two-peaks-brewing/,578 Mountainview Sq,V8C 1T5,BC,7786312739,https://twopeaksbrewing.ca/,"['https://www.facebook.com/profile.php?id=100063740327983', 'https://www.instagram.com/twopeaksbrewing/']",Canada,https://twopeaksbrewing.ca/beers/
Ucluelet Brewing,Ucluelet,"['Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/ucluelet-brewing/,1601 Peninsula Rd,N/A,BC,2507260499,https://uclueletbrewing.ca/,"['https://twitter.com/BrewUkee', 'https://www.facebook.com/pg/brewukee', 'https://www.instagram.com/ucluelet_brewing_co/', 'https://untappd.com/UclueletBrewing']",Canada,https://www.uclueletbrewing.ca/menu
Unleashed Brewing,Kelowna,"['Cider', 'Growler Fills', 'Merchandise', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/unleashed-brewing/,207-880 Clement Ave,V1Y 0H8,BC,2507178817,https://unleashedbrewing.ca/,"['https://www.facebook.com/unleashedbrewingco/', 'https://www.instagram.com/unleashedbrewingco/']",Canada,https://unleashedbrewing.ca/pages/drink-menu
Vancouver Island Brewing,Victoria,[],https://bcaletrail.ca/breweries/vi-brewing/,2330 Government St,V8T 5G5,BC,25036210007,http://vibrewing.com/,"['https://twitter.com/vibrewing', 'https://www.facebook.com/vibrewing/', 'https://www.instagram.com/vibrewing/', 'https://untappd.com/vibrewing']",Canada,N/A
Way Back Brew Co.,Surrey,"['Craft Sodas', 'Food Truck(s)', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/way-back-brew-co/,Unit 116 - 15063 54a,V3S 5X7,BC,N/A,https://www.waybackbrewco.com/,"['https://www.facebook.com/waybackbrewingco', 'https://www.instagram.com/waybackbrewco/']",Canada,https://www.waybackbrewco.com/brews
Wheelhouse Brewing Company,Prince Rupert,"['Food Truck(s)', 'Gluten-Free Beer', 'Growler Fills', 'Live Music', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/wheelhouse-brewing-company/,380 Bill Murray Dr,V8J 4P5,BC,2506242739,https://www.wheelhousebrewing.com/,"['https://twitter.com/wheelhousebeer', 'https://www.facebook.com/wheelhousebrewing/', 'https://www.instagram.com/wheelhousebeer/', 'https://untappd.com/WheelhouseBrewingCompany']",Canada,N/A
Whistle Buoy Brewing,Victoria,"['Bike Racks', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'Guest Taps', 'Merchandise', 'Outside food permitted', 'Patio', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/whistle-buoy-brewing-co/,Unit 63 - 560 Johnson St.,V8W 3C6,BC,N/A,https://whistlebuoybrewing.com/,"['https://www.facebook.com/whistlebuoybrewing/', 'https://www.instagram.com/whistlebuoybrewing/', 'https://untappd.com/WhistleBuoyBrewingCo']",Canada,N/A
Whistler Brewing Company,Whistler,"['Brewpub', 'Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/whistler-brewing-co/,1045 Millar Creek Rd,V0N 1B1,BC,6049628889,http://whistlerbeer.com,"['https://twitter.com/whistlerbrewing', 'https://www.facebook.com/WhistlerBrewing/', 'https://www.instagram.com/whistlerbrewing/', 'https://untappd.com/WhistlerBrewing']",Canada,http://www.whistlerbeer.com/
White Rock Beach Beer Co.,White Rock,"['Growler Fills', 'Live Music', 'Merchandise', 'Patio', 'Snacks']",https://bcaletrail.ca/breweries/white-rock-beach-beer-company/,15181 Russell Ave,V4B 3Z6,BC,7788085416,http://whiterockbeachbeer.com,"['https://twitter.com/WRBeachBeer', 'https://www.facebook.com/White-Rock-Beach-Beer-Company-277772139071094/', 'https://www.instagram.com/WRBeachBeer/', 'https://untappd.com/w/white-rock-beach-beer-company/125603']",Canada,http://whiterockbeachbeer.com/beers.html
White Sails Brewing,Nanaimo,"['Cider', 'Cocktails', 'Craft Sodas', 'Growler Fills', 'Guest Taps', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/white-sails-brewing/,125 Comox Rd,V9R 3H9,BC,2507542337,http://whitesailsbrewing.com,"['https://twitter.com/whitesailsbeer', 'https://www.facebook.com/whitesailsbrewing/', 'https://www.instagram.com/whitesailsbrewing/', 'https://untappd.com/WhiteSailsBrewing']",Canada,http://whitesailsbrewing.com/beer/
Whitetooth Brewing,Golden,"['Food Truck(s)', 'Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/whitetooth-brewing-company-ltd/,623 8th Avenue North,N/A,BC,2503442838,http://whitetoothbrewing.com,"['https://twitter.com/whitetoothbrew', 'https://www.facebook.com/WhitetoothBrewing/', 'https://www.instagram.com/whitetoothbrew/', 'https://untappd.com/WhitetoothBrewing']",Canada,https://whitetoothbrewing.com/the-beers-index/
Wild Ambition Brewing,Kelowna,[],https://bcaletrail.ca/breweries/wild-ambition-brewing/,1-3314 Appaloosa Rd,V1V 2W5,BC,N/A,https://wildambition.beer/,"['https://twitter.com/WildAmbitionBC', 'https://www.facebook.com/wildambitionbrewing/', 'https://www.instagram.com/wildambitionbrewing/', 'https://untappd.com/WildAmbitionBrewing']",Canada,https://wildambition.beer/shop/
Wild North Brewing Co,Creston,"['Cider', 'Food Truck(s)', 'Growler Fills', 'Patio', 'Snacks', 'Videogames', 'Wine']",https://bcaletrail.ca/breweries/wild-north-brewing/,125 16th Ave N,V0B 1G0,BC,2504318624,https://wildnorthbrewery.ca/,"['https://www.facebook.com/wildnorthbrewingco/', 'https://www.instagram.com/wildnorthbrewing/', 'https://untappd.com/WildNorthBrewingCo']",Canada,N/A
Wildeye Brewing,North Vancouver,"['Brewpub', 'Cider', 'Growler Fills', 'Non Alc Beer Available', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/wildeye-brewing/,1385 Main Street,N/A,BC,6049881900,http://www.wildeyebrewing.ca/,"['https://www.facebook.com/wildeyebrewing/', 'https://www.instagram.com/wildeyebrewing', 'https://untappd.com/WildeyeBrewing']",Canada,https://www.wildeyebrewing.ca/our-beer-rg81g
Wolf Brewing Company,Nanaimo,"['Bike Racks', 'Board Games', 'Cider', 'Cocktails', 'Gluten-Free Beer', 'Growler Fills', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/wolf-brewing-company/,940 Old Victoria Rd,V9R 6Z8,BC,2507162739,http://wolfbrewingcompany.com,"['https://www.facebook.com/Wolf.Nanaimo/', 'https://www.instagram.com/wolfbrewingcompany/', 'https://untappd.com/w/wolf-brewing/11376']",Canada,https://www.wolfbrewingcompany.com/our-beer
Yaletown Brewing,Vancouver,"['Brewpub', 'Growler Fills']",https://bcaletrail.ca/breweries/yaletown-brewing-co/,1111 Mainland St,V6B 2T9,BC,6046812739,http://www.mjg.ca/yaletown/,"['https://www.facebook.com/YBC-Yaletown-Brewing-Company-Official-Page-61928961678/', 'https://www.instagram.com/yaletownbrewingco/', 'https://untappd.com/w/yaletown-brewing-company/1381']",Canada,N/A
Yellow Dog Brewing,Port Moody,"['Food Truck(s)', 'Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/yellow-dog-brewing/,2817 Murray St #1,V3H 1X3,BC,6044920191,http://yellowdogbeer.com,"['https://twitter.com/yellowdogbeer', 'https://www.facebook.com/YellowDogBeer/', 'https://www.instagram.com/yellowdogbeer/', 'https://untappd.com/YellowDogBrewingCo']",Canada,https://yellowdogbeer.com/beer/core-beer/
Yellow Dog Brewing Penticton,Penticton,"['Cocktails', 'Patio', 'Spirits']",https://bcaletrail.ca/breweries/yellow-dog-brewing-penticton/,169 Estabrook Ave,V2A 1G2,BC,N/A,https://yellowdogbeer.com/penticton-tasting-room/,"['https://www.facebook.com/YellowDogBeer', 'https://www.instagram.com/yellowdogbeer/', 'https://untappd.com/YellowDogBrew']",Canada,N/A
